"Benzo[de]naphtho[8,1,2,3-stuv]picene",403,Benzo[mno]fluoranthene,35
7H-Benzo[de]pentacene,254,"Benzo[mno]naphtho[1,2-c]chrysene",359
Benzo[def]chrysene,74,"Benzo[mno]naphtho[2,1-c]chrysene",332
Benzo[def]cyclopenta[hi]chrysene,112,Benzo[o]hexaphene,505
4H-Benzo[def]cyclopenta[mno]chrysene,79,8H-Benzo[p]cyclopenta[def]chrysene,138
Benzo[def]cyclopenta[qr]chrysene,109,Benzo[p]hexaphene,498
Benzo[def]fluorene,17,"Benzo[p]naphtho[1,2-b]chrysene",470
Benzo[def]phenanthrene,21,"Benzo[p]naphtho[1,8,7-ghi]chrysene",327
Benzo[def]pyranthrene,560,"Benzo[p]naphtho[2,1-b]chrysene",469
Benzo[e]anthanthrene,264,"Benzo[p]naphtho[8,1,2-abc]coronene",572
Benzo[e]cyclopenta[jk]pyrene,93,"Benzo[pqr]dinaphtho[8,1,2-bcd:2',1',8'-lmn]perylene",585
Benzo[e]cyclopenta[jk]pyrene,107,"Benzo[pqr]naphtho[1,2-b]perylene",393
Benzo[e]fluoranthene,69,"Benzo[pqr]naphtho[2,1,8-def]picene",406
"Benzo[e]phenanthro[1,10,9,8-opqra]perylene",533,"Benzo[pqr]naphtho[2,1-b]perylene",410
"Benzo[e]phenanthro[2,3,4,5-pqrab]perylene",525,"Benzo[pqr]naphtho[8,1,2-bcd]perylene",318
Benzo[e]pyrene,72,"Benzo[pqr]naphtho[8,1,2-cde]picene",427
"Benzo[ef]phenaleno[9,1,2-abc]coronene",617,Benzo[pqr]picene,242
Benzo[f]pentahelicene,280,Benzo[q]hexaphene,476
Benzo[f]picene,287,"Benzo[qr]naphtho[2,1,8,7-defg]pentacene",416
Benzo[fg]cyclopent[a]anthracene,55,"Benzo[qr]naphtho[2,1,8,7-fghi]pentacene",409
"Benzo[fg]naphtho[1,2,3-op]naphthacene",326,"Benzo[qr]naphtho[3,2,1,8-defg]chrysene",264
Benzo[g]chrysene,124,"Benzo[qrs]naphtho[3,2,1,8,7-defgh]pyranthrene",632
8H-Benzo[g]cyclopenta[mno]chysene,138,"Benzo[rst]dinaphtho[8,1,2-cde:2',1',8'-klm]pentaphene",642
"Benzo[g]naphtho[2,1-b]chrysene",460,"Benzo[rst]naphtho[2,1,8-fgh]pentaphene",395
"Benzo[g]naphtho[8,1,2-abc]coronene",576,"Benzo[rst]naphtho[8,1,2-cde]pentaphene",428
Benzo[ghi]cyclopenta[cd]perylene,155,Benzo[rst]pentaphene,243
1H-Benzo[ghi]cyclopenta[pqr]perylene,134,"Benzo[rst]phenanthro[1,10,9-cde]pentaphene",598
Benzo[ghi]fluoranthene,35,"Benzo[rst]phenanthro[10,1,2-cde]pentaphene",599
"Benzo[ghi]naphtho[2,1-a]perylene",400,"Benzo[rst]pyreno[1,10,9-cde]pentaphene",639
"Benzo[ghi]naphtho[2,1-b]perylene",404,Benzo[s]picene,288
Benzo[ghi]perylene,120,"Benzo[st]naphtho[2,1,8,7-defg]pentacene",408
"Benzo[h]naphtho[1,2,3,4-rst]pentaphene",564,"Benzo[tuv]naphtho[2,1-b]picene",571
"Benzo[h]naphtho[7,8,1,2,3-pqrst]pentaphene",384,"Benzo[uv]naphtho[2,1,8,7-defg]pentacene",405
Benzo[h]pentaphene,281,"Benzo[uv]naphtho[2,1,8,7-defg]pentaphene",397
"Benzo[h]phenanthro[2,1,10,9,8,7-pqrstuv]pentaphene",529,Benzo[vwx]hexaphene,361
4H-Benzo[hi]chrysene,105,"1,10-(peri)-Benzo-1,5-dihydropyrene",49
7H-Benzo[hi]chrysene,106,"2,3-Benzo-6,7-naphthoanthracene",307
Benzo[i]pentahelicene,275,"1,2-Benzoacenaphthylene",18
"Benzo[ij]naphtho[2,1,8,7-defg]pentaphene",413,Benzobenzanthrene,102
"Benzo[j]benzo[2,1-a:3,4-a']dianthracene",604,"2,3-Benzochrysene",131
Benzo[j]fluoranthene,70,"15,16-Benzodehydrocholanthrene",222
"Benzo[j]naphtho[8,1,2-abc]coronene",584,o-meso-Benzodianthrene,324
Benzo[jk]fluorene,18,p-meso-Benzodianthrene,337
Benzo[k]fluoranthene,71,"10,11-Benzofluoranthene",70
"Benzo[kl]naphtho[2,1,8,7-defg]pentaphene",412,"11,12-Benzofluoranthene",71
Benzo[l]cyclopenta[cd]pyrene,107,"2,13-Benzofluoranthene",35
Benzo[l]fluoranthene,70,"2,3-Benzofluoranthene",69
"Benzo[l]naphtho[1,2-b]chrysene",494,"3,4-Benzofluoranthene",69
"Benzo[l]naphtho[2,1-b]chrysene",496,"7,10-Benzofluoranthene",35
Benzo[l]phenanthrene,36,"8,9-Benzofluoranthene",71
Benzofluoranthene,35,Cyclopenta[de]naphthalene,7
"1,2-Benzofluorene",30,Cyclopenta[de]pentacene,210
"2,3-Benzofluorene",31,Cyclopenta[de]pentaphene,202
"3,4-Benzofluorene",29,Cyclopenta[de]picene,205
Benzol,1,4H-Cyclopenta[def]chrysene,48
1H-Benzonaphthene,13,4H-Cyclopenta[def]phenanthrene,17
"1,12-Benzoperylene",120,4H-Cyclopenta[def]triphenylene,46
"1,2-Benzoperylene",233,1H-Cyclopenta[e]pyrene,41
"2,3-Benzoperylene",238,Cyclopenta[fg]naphthacene,67
"1,2-Benzophenanthrene",39,Cyclopenta[fg]pentacene,209
"2,3-Benzophenanthrene",38,Cyclopenta[fg]pentaphene,192
"3,4-Benzophenanthrene",37,11H-Cyclopenta[ghi]perylene,78
"9,10-Benzophenanthrene",36,6H-Cyclopenta[ghi]picene,150
"2,3-Benzopicene",302,Cyclopenta[hi]chrysene,63
"3,4-Benzopyrene",74,Cyclopenta[jk]phenanthrene,19
"6,7-Benzopyrene",74,1H-Cyclopenta[l]phenanthrene,22
"3,4-Benzotetraphene",131,2H-Cyclopenta[l]phenanthrene,23
"1,2-Benzperylene",233,Cyclopenta[pq]pentaphene,193
"1,2-Benzpyrene",74,13H-Cyclopenta[pqr]picene,148
"4,5-Benzpyrene",74,13H-Cyclopenta[rst]pentaphene,144
"2,3-Benztriphenylene",123,Cyclopentaphenanthrene,17
"2,3:1',8'-Binaphthylene",71,Decayclene,633
"3,4-(o,o'-Biphenylene)cyclopentadiene",23,"Dehydro-8,9-trimethylene-1,2-benzanthracene",104
"3,4-(o,o'-Biphenylene)fluorene",248,"3,4,1,6-Di(1,8-naphthylene)benzene",257
o-Biphenylenemethane,11,"1,9,5,10-Di(peri-naphthylene)anthracene",596
Biphenylenephenanthrene,272,Di-2-naphthofluorene,96
o-Biphenylmethane,11,"Dibenz[a,c]anthracene",123
Bisanthrene,313,"Dibenz[a,e]aceanthrylene",214
Ceranthrene,99,"Dibenz[a,e]acephenanthrylene",212
homeo-Cerodianthrene,340,"Dibenz[a,h]anthracene",130
Cholanthrene,75,"Dibenz[a,j]aceanthrylene",222
Cholanthrylene,64,"Dibenz[a,j]anthracene",127
Chrysene,39,"Dibenz[a,k]acephenanthrylene",183
"Chryseno[2,1-b]picene",659,"1H-Dibenz[a,kl]anthracene",104
Chrysofluorene,30,"4H-Dibenz[a,kl]anthracene",103
